Model_Name,Brand,weight(ounces),Ratings,Price($),Color
Arctis 5,SteelSeries, 12.8 ounces ,"9,128 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
,," February 1, 2019 ","26,928 ratings",age 1 of 1,
LIGHTSPEED Wireless Gaming Headset,Logitech G, 5.8 ounces ,"5,078 ratings",37.72,White
Kraken Ultimate,Razer, ,"8,652 ratings",azer Base Station V2 Chroma: Chroma RGB Lighting - Non-Slip Rubber Base - Designed for Gaming Headsets - Classic Black,Classic Black
Arctis Nova 7X Wireless Multi-Platform Gaming & Mobile Headset,SteelSeries, 1.6 pounds ,"11,485 ratings",148.41,Black
BlackShark V2 Pro,Razer, 11.3 ounces ,"9,332 ratings",azer Base Station V2 Chroma: Chroma RGB Lighting - Non-Slip Rubber Base - Designed for Gaming Headsets - Classic Black,Classic Black
H3,Sony, 10.5 ounces ,694 ratings,78.00,White
JBL Quantum 400 - Black,JBL, 9.7 ounces ,"2,016 ratings",77.50,Black
G733 LIGHTSPEED,Logitech G, 9.8 ounces ,"10,879 ratings",173.26,White
G951S Purple,SOMIC, 1.1 pounds ,"7,548 ratings",$39.99,Purple
JBL Quantum 200 - Black,JBL, 8.6 ounces ,"1,629 ratings",$59.95,Black
Quantum ONE,JBL, 13 ounces ,"1,181 ratings",$299.95,Black
Kraken V3 Pro,Razer, 1.74 pounds ,"2,265 ratings",Page 1 of 1,Black
VOID RGB ELITE,Corsair, 14.1 ounces ,"13,731 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",White
Arctis Nova 1P Multi-System Gaming Headset,SteelSeries, ,105 ratings,$45.40,White
QuietComfort 45 Headphones,Bose, 15.5 ounces ,"12,238 ratings",$279.00,White Smoke
PC38X,DROP, 8.9 ounces ,"1,543 ratings",$111.94,Black/Yellow
Language _ tag,Anivia, 9.6 ounces ,"2,984 ratings",$10.09,Purple & White
,, ,"7,612 ratings",SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch),
,, ,"9,074 ratings","Logitech G PRO Mechanical Gaming Keyboard, Ultra Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million Color LIGHTSYNC RGB Backlit Keys",
Logitech G635 Gaming Headset,Logitech G, ,"5,075 ratings","Logitech G703 Lightspeed Wireless Gaming Mouse W/Hero 25K Sensor, PowerPlay Compatible, Lightsync RGB, Lightweight 95G+10G Optional, 100-25, 600 DPI, Rubber Side Grips - Black",Black
Cloud Stinger Core Gaming Headset + DTS,HyperX, 0.423 ounces ,"21,526 ratings",$29.45,Black
SteelSeries Arctis 1 Wireless Gaming Headset – USB-C Wireless – Detachable,SteelSeries, 1.28 pounds ,"4,489 ratings",$48.51,Black
G335,Logitech G, 8 ounces ,"3,832 ratings",$69.99,Mint
Game One,EPOS, ,"3,289 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
NUBWO - N12,OCTTO, 15.7 ounces ,"2,243 ratings",$28.99,Black
507079,EPOS, ,"4,131 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black and Blue
Arctis 1,SteelSeries, ,"4,146 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
ROG Delta White,ASUS, 2.3 pounds ,"1,894 ratings",Page 1 of 1,White
Elo 7.1 Air,ROCCAT, 12.2 ounces ,"1,758 ratings",Page 1 of 1,Black
Legion,Lenovo, 12 ounces ,324 ratings,Page 1 of 1,
Kraken Kitty,Razer, ,"3,574 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Classic Black
Arctis 9,SteelSeries, ,547 ratings,TurboTax Deluxe 2022 Fed + E-file & State [PC/Mac Download],Black
H-11,Pacrate, 11.6 ounces ,"6,130 ratings",Page 1 of 1,Black Red
NUBWO - N12,OCTTO, 15.7 ounces ,"2,243 ratings",$28.99,Black
HS80 RGB WIRELESS,Corsair, ,66 ratings,$101.19,White
Nari Ultimate,Razer, ,"4,383 ratings","Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
GSP 670,EPOS, ,989 ratings,"Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
Nitro Headset,Acer, ,498 ratings,"Microsoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
Kitty Ears,Razer, ,"6,622 ratings",$19.21,Neon Purple
,," September 9, 2020 ","1,312 ratings",Page 1 of 1,
,," April 30, 2021 ",,Page 1 of 1,
,SADES, 4.8 ounces ,"2,382 ratings",$22.99,Black and Blue
OG-AUD63084,IO CREST, ,129 ratings,Page 1 of 1,Stereo
,," October 2, 2022 ",301 ratings,Page 1 of 1,
MDRZX110/BLK ZX,Sony, 4.8 ounces ,"100,276 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",Black
EarPods with 3.5mm Headphones Plug,Apple,,"61,219 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",White
190319 - HP100,Maxell, 2.4 ounces ,"2,526 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",Black
Over Ear HT161K Headphones,Panasonic, 10.2 ounces ,"27,661 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",Black
AmazonBasics In-ear Headphones with Mic,Amazon Basics, 0.424 ounces ,"13,477 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",Black
Riff,Skullcandy, 5.3 ounces ,"17,216 ratings","Under $25,$25 to $50,$50 to $100,$100 to $200,$200 & Above,All Discounts",Blue/Sunset
NEARPHONES,JVC, 5.9 ounces ,222 ratings,48.04,Black
Life Q20,Soundcore, 9.3 ounces ,"47,118 ratings",64.99,Black
MDRZX310R,Sony, 4.5 ounces ,"8,672 ratings",age 1 of 1,Red
Life Q30,Soundcore, 9.3 ounces ,"21,613 ratings",79.98,Black
MDRV55,Sony, 7.5 ounces ,"3,759 ratings",89.43,Black
S5URW-K609,Skullcandy, 9.9 ounces ,"2,811 ratings",50.97,Gray
WHCH710N,Sony, 7.9 ounces ,"5,697 ratings",139.95,Black
HBS-SL5,LG, 1.5 ounces ,"8,598 ratings","G XBOOM Go Portable Bluetooth Speaker XG5QBK - LED Lighting and up to 18-Hour Battery, Black",Black
Barracuda,Razer, 10.4 ounces ,575 ratings,age 1 of 1,Classic Black
Push Active,Skullcandy, 3.35 ounces ,"3,878 ratings",45.00,True Black/Orange
MDRV6,Sony, 10.6 ounces ,"3,738 ratings",494.85,Black
SE215 PRO,Shure, 7.8 x 3.2 x 2.1 inches ,"9,981 ratings",hure,Clear
MDRZX300,Sony, 4.2 ounces ,"2,733 ratings",age 1 of 1,Red
11621,TV Ears Inc, 3.52 ounces ,"1,886 ratings",33.39,Black
Z.N.E 01,Adidas, 5.4 ounces ,205 ratings,119.97,Night Grey
JBL E55BT,JBL, 8.2 ounces ,"1,163 ratings",89.99,Black
Rapture Series,Ghostek, 11 ounces ,274 ratings,59.98,Black
Sony MDR,Sony, 1 x 1 x 1 inches ,"22,143 ratings",age 1 of 1  ,Black
JBL Endurance Peak II,JBL, 3.63 ounces ,"5,712 ratings","BL Clip 4: Portable Speaker with Bluetooth, Built-in Battery, Waterproof and Dustproof Feature - Black (JBLCLIP4BLKAM)",Black
Beats Flex,Beats,,"45,926 ratings",45.99,Beats Black
SRH440A,Shure, 10 x 9.85 x 3.23 inches ,"2,102 ratings",hure,Black
MDR-XB800,Sony, 10.2 ounces ,306 ratings,age 1 of 1,Black
Blackwire 5220,Poly (Plantronics + Polycom), ,218 ratings,age 1 of 1,Black
Sports Over Head,Philips Audio, 13.1 ounces ,258 ratings,41.85,Black
MDR-XB450,Sony, 5.8 ounces ,242 ratings,109.99,Blue
Language _ tag ',Bose, 5.1 ounces ,338 ratings,97.83,Black
Indy ANC,Skullcandy, 4.8 ounces ,"4,128 ratings",age 1 of 1,True Black
Performance ANC Headphones,Philips Audio, 10.8 ounces ,860 ratings,20.93,Black
Stereo Isolation,Vic Firth, 7 x 2 x 5 inches ,"1,403 ratings",age 1 of 1  ,Black
Stereo Isolation,Vic Firth, 7 x 2 x 5 inches ,"1,403 ratings",age 1 of 1  ,Black
WHCH710N,Sony, 7.8 ounces ,"21,676 ratings","ony SRS-XG500 X-Series Wireless Portable Bluetooth Boombox Party-Speaker with Big Powerful Sound, IP66 Water-resistant and Dustproof, 30 Hour-Battery, LED Ring Lighting, Speaker for Home and Outdoor",Black
Go Work,JLab, 9.6 ounces ,"5,954 ratings",,Black
T22,Philips Audio, 6.9 ounces ,"5,840 ratings",39.99,Midnight Black
,JBL,   ,"30,985 ratings",89.90,Red
MDR-AS20J,Sony, 4 ounces ,"1,152 ratings",age 1 of 1,Black
MDR-RF985RK,Sony, 10.6 ounces ,"5,149 ratings",169.00,Black
,Sony, 4.4 ounces ,210 ratings,age 1 of 1,Black
Hesh 3,Skullcandy, 7 ounces ,713 ratings,99.99,Gray
Pro Audio,AKG, 4.3 x 7.48 x 7.87 inches ,"10,228 ratings",age 1 of 1  ,Gold
Noise Reduction Headset,Sony, 9.6 ounces ,480 ratings,34.00,Black
Hesh ANC,Skullcandy, 0.007 ounces ,"5,211 ratings",age 1 of 1,True Black
LIGHTSPEED Wireless Gaming Headset,Logitech G, 5.8 ounces ,"5,082 ratings",37.72,White
K92,AKG, 8.66 x 4.33 x 9.25 inches ,"5,197 ratings",age 1 of 1  ,Black
,Sony, 1.6 ounces ,"2,846 ratings",age 1 of 1,Pink
TRIPLE DRIVER,1MORE, 0.635 ounces ,"11,690 ratings",61.18,Gold
Hesh Evo,Skullcandy, 0.007 ounces ,"3,795 ratings",age 1 of 1,True Black
FBA_MDR-XB250/Black,Sony, 8.1 ounces ,"3,907 ratings",age 1 of 1,Black
True Wireless Bluetooth Earphones with Ultra-Compact Design,Panasonic, 6.2 ounces ,337 ratings,119.99,Green
DJ-Style,Sony, 11.2 ounces ,302 ratings,age 1 of 1,Blue
HBS-770.ACUSGDI,LG, 0.1 ounces ,316 ratings,59.99,Gold
AMPS AIR 2.0,SOL REPUBLIC, 4.3 ounces ,676 ratings,28.99,Rose Gold
Q35,Soundcore, 9.6 ounces ,"7,646 ratings",age 1 of 1,Black
Game One,EPOS, ,"3,289 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
508678 - RS135-9,Sennheiser, 2.68 pounds ,117 ratings,99.95,Black
,Sony, 2.35 pounds ,300 ratings,83.96,Black
Galaxy Buds Live,SAMSUNG, 5 ounces ,"4,039 ratings",age 1 of 1,Mystic Black
DJ-Style; Noise-Cancelling-Feature,Sennheiser Consumer Audio, 10 x 4 x 9 inches ,"1,980 ratings",74.95,Black
GSP 600,EPOS, 1.15 pounds ,332 ratings,69.99,Blue and brown
Evolve 40,Jabra, 8.8 ounces ,"5,469 ratings",age 1 of 1  ,Stereo Speaker
TWS,Philips Audio, 8 ounces ,40 ratings,19.32,Black
,JBL,   ,"7,624 ratings",149.90,Blue
,HamiltonBuhl,,12 ratings,,Black
,Rosetta Stone, 7.2 ounces ,10 ratings,age 1 of 1,
CORSAIR HS70 BLUETOOTH,Corsair, 0.012 ounces ,"1,217 ratings",26.44,Black
Language _ tag,Jaybird, 0.48 ounces ,"4,562 ratings",84.95,Blackout
,Maeline, 0.388 ounces ,494 ratings,,Ten Color
,, 1.3 ounces ,853 ratings,53.89,
Language _ tag,Sony, 9.6 ounces ,17 ratings,64.75,Black
,JBL,   ,"1,895 ratings",129.90,Black
,Jaybird, 15.7 ounces ,16 ratings,age 1 of 1,
,Edifier, ,,149.98,
Immerse GH50,MSI, 7.8 ounces ,"2,449 ratings",urboTax Deluxe 2022 Fed + E-file & State [PC/Mac Download],Black
ETYER2XR,Etymotic Research, 6.7 ounces ,521 ratings,,Multicolored
,Tribit," November 10, 2022 ",,88.98,
Noise-Cancelling-Feature,Koss, 9.6 ounces ,303 ratings,,Black
MDR-Q55SL,Sony, 3.2 ounces ,308 ratings,age 1 of 1,Silver
,Skullcandy,   ,5 ratings,57.80,92 Blue + Dark Blue
Anker Liberty 3 Pro,Soundcore, 2.08 ounces ,"4,888 ratings",124.99,Midnight Black
800LX,Plantronics, 10.2 ounces ,365 ratings,age 1 of 1,
,Srhythm, ,,89.98,
FBA_OCX 686i,Sennheiser, 0.704 ounces ,202 ratings,169.99,Gray
RPHC200K,Panasonic, 0.32 ounces ,745 ratings,30.39,Black
RBE725-21E-ROS,Raycon, 6.8 ounces ,"19,171 ratings",escue Monthly Whole Home Data and Image Recovery [Subscription],Matte Rose Gold
,JVC, JVC ,4 ratings,age 1 of 1,
SC 165 USB-C,Sennheiser, ,214 ratings,80.00,Black
ATH-CM707,Audio Technica(オーディオテクニカ), 0.16 ounces ,243 ratings,66.66,Black (black 19-3911tcx)
,Silensys, ,,144.96,
"HamiltonBuhl KIDS-PPL Flex-Phones Foam Headphones, Purple, Kindergarten Grade to 3 Grade",HamiltonBuhl,,29 ratings,,KIDS-PURPLE
Language _ tag,Sony, 1.94 ounces ,687 ratings,age 1 of 1,Black
MZX1003-BLK,Altec Lansing, 14.4 ounces ,278 ratings,28.99,Black
Sport2 Wireless,66 Audio, 9.9 ounces ,86 ratings,64.95,Black and Red
,Sony, 10 pounds ,10 ratings,age 1 of 1,Black
,Califone, 8 ounces ,28 ratings,age 1 of 1,Blue
,House of Marley, 0.705 ounces ,198 ratings,79.99,Black
K97457WW,Kensington, ,124 ratings,age 1 of 1,Black
T5 II True Wireless Silver,Klipsch, 12 ounces ,"1,751 ratings",83.00,Silver
,Etymotic Research, 7.7 ounces ,49 ratings,58.69,Black
A10,ASTRO Gaming,   ,"18,768 ratings",89.98,White
Reflect Contour,JBL, 0.635 ounces ,130 ratings,32.99,White
Arctis Nova 1 Multi-System Gaming Headset - White,SteelSeries, ,46 ratings,50.78,White
Hesh 3,Skullcandy, 9.6 ounces ,542 ratings,49.99,Deep Red
CORSAIR HS35 STEREO Gaming Headset,Corsair, ,"8,869 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
The Headphone,Bragi, 3.5 ounces ,255 ratings,age 1 of 1,Black
,, ,"9,502 ratings",69.98,
Sennheiser Momentum True Wireless in-Ear Headphones (M3IETW/Black),Sennheiser, 2.5 ounces ,"3,110 ratings",age 1 of 1,Black
H3,Sony, 10.5 ounces ,695 ratings,ony 27” INZONE M9 4K HDR 144Hz Gaming Monitor with Full Array Local Dimming and NVIDIA G-SYNC (2022),White
,," June 21, 2022 ",149 ratings,age 1 of 1,
,Logitech G, ,"11,886 ratings",139.98,Black
MDR-ZX780DC,Sony, 2 pounds ,59 ratings,age 1 of 1,Black
,Gator, 9 x 4 x 10 inches ,73 ratings,,Black
BlackShark V2 X,Razer, 8.5 ounces ,"12,385 ratings",54.09,Quartz Pink
,," May 8, 2022 ",558 ratings,25 PlayStation Store Gift Card [Digital Code],
,ARTIX, ,,96.97,
,," March 16, 2021 ","7,206 ratings",50 Xbox Gift Card [Digital Code],
Remix,V-MODA, 4 ounces ,369 ratings,,Chrome
,Sony, 2.1 ounces ,866 ratings,age 1 of 1,Blue
WF-SP700N/B,Sony, 8 ounces ,195 ratings,age 1 of 1,Black
,, 1.49 ounces ,"1,935 ratings",age 1 of 1,
ATH-SQ1TWWH,Audio-Technica, 4.2 ounces ,18 ratings,79.00,White
S2WUW-K605,Skullcandy, 5 ounces ,"1,039 ratings",44.99,Gray/Red
,KZ, 5.6 ounces ,141 ratings,67.99,Black
,HAYLOU, ,,108.98,
,M-Audio,   ,6 ratings,"          0% (0%)
        ",
BlackShark V2 X,Razer, 9.9 ounces ,18 ratings,45.14,Classic Black
Sony WH-XB910N EXTRA BASS,Sony, 1 pounds ,"5,970 ratings","ony SRS-XG500 X-Series Wireless Portable Bluetooth Boombox Party-Speaker with Big Powerful Sound, IP66 Water-resistant and Dustproof, 30 Hour-Battery, LED Ring Lighting, Speaker for Home and Outdoor",Black
ROG Delta Core,ASUS, 2.1 pounds ,"1,895 ratings",age 1 of 1,Black
KZ ZS10,KZ, 0.811 ounces ,190 ratings,57.99,Blue
JBL TUNE 120TWS - Yellow,JBL, 2.57 ounces ,544 ratings,49.95,Yellow
ID2-100,SmithOutlet, 2.44 pounds ,4 ratings,,BLACK
,FIFINE, B0BK4FH43K ,,55.98,
Sony MDRXB50AP Extra Bass Earbud Headphones,Sony, 0.282 ounces ,"4,080 ratings",25.76,Blue
FBA_SV-H300UW,Alpine, 2.05 pounds ,35 ratings,age 1 of 1,White
,FIIL, 4.8 ounces ,328 ratings,39.00,Black
Noise-Cancelling-Feature,Sony, 11.2 ounces ,210 ratings,age 1 of 1,Green
,Marantz, 14.1 ounces ,352 ratings,age 1 of 1,Black
B250-XTS,BlueParrott, 9.9 ounces ,"15,141 ratings",age 1 of 1,Blue
,Sony, 5.1 ounces ,413 ratings,age 1 of 1,White
143239,Monoprice, 1.2 ounces ,,,Black
E1018,1MORE, 0.564 ounces ,200 ratings,age 1 of 1,Black
"AfterShokz Titanium Open Ear Wireless Bone Conduction Headphones, Canyon Red, AS600CR",Aftershokz, 1.41 ounces ,"5,437 ratings",129.00,Canyon Red
FBA_NK900WH,Nakamichi, 1.1 pounds ,34 ratings,,White
A3902,Soundcore, 1.92 ounces ,562 ratings,23.98,Black
CA-9011156-NA,Corsair, ,800 ratings,C Game Pass: 3 Month Membership [Digital Code],Carbon
Epic Air Sport ANC,JLab, 3.52 ounces ,"6,259 ratings",,Black
Uplift,House of Marley, 1.41 ounces ,164 ratings,59.99,Silver
,KZ, 2.71 ounces ,227 ratings,57.99,Blue
HAA8T,JVC, 3.2 ounces ,89 ratings,18.90,Red
Wired Chips Adaptable,Outdoor Tech, 3 ounces ,2 ratings,47.96,Black
,JLab, ,,55.00,Black
,Sony, 8.6 ounces ,17 ratings,85.54,Black
,Origaudio, 3.05 pounds ,6 ratings,59.99,
,ZBC, ,,73.98,
Swivel,Sony, 1 pounds ,848 ratings,64.75,Black
MM 50iP,Sennheiser Consumer Audio, 3.21 ounces ,506 ratings,74.99,Black
,YAMAHA, 6.3 ounces ,145 ratings,99.87,Black
,," March 1, 2019 ",711 ratings,age 1 of 1,
VERTICAL IN THE EAR HEADPHONE,Sony, 2.7 ounces ,79 ratings,109.98,Black
Language _ tag,Koss,   ,10 ratings,89.98,
,Sony, 5.9 ounces ,62 ratings,age 1 of 1,Blue
,HROEENOI, ,,92.98,
,," December 22, 2021 ",41 ratings,age 1 of 1  ,
ATH-AVC200,Audio-Technica, 10.9 ounces ,"1,157 ratings",age 1 of 1,Black
,Logitech, 3 pounds ,102 ratings,189.99,Black
,H2O Audio, 0.352 ounces ,78 ratings,64.14,Clear
ISOtunes PRO,ISOtunes, 5 ounces ,"3,540 ratings",109.99,Matte Black
Luma,Urbanears, 0.635 ounces ,22 ratings,16.55,Ultra Violet
,Keephifi, 4.5 ounces ,,50.99,Gun
,Riwbox, ,,89.97,
Legion,Lenovo, 12 ounces ,324 ratings,age 1 of 1,
,MTYBBYH, ,,79.98,
,Srhythm, ,,82.98,
,," November 12, 2021 ",419 ratings,age 1 of 1  ,
,Apple,,"22,311 ratings",age 1 of 1,White
ATH-GL3WH,Audio-Technica, 8 ounces ,69 ratings,99.00,White
Xtream G2,Adesso, ,22 ratings,age 1 of 1,Blue
,PIONEER, 3.74 ounces ,148 ratings,62.19,Pink/White
,MOVSSOU," January 4, 2023 ",,139.97,
Sennheiser SC 60 USB ML,EPOS, 3.74 ounces ,"1,561 ratings",56.30,Black
,JLab,   ,118 ratings,108.99,
,Soundcore,   ,8 ratings,99.98,
,SIMGOT, 9.2 ounces ,,90.92,
A5205,Philips Audio, 3.05 ounces ,39 ratings,35.15,Black
True Wireless Bluetooth Earphones with Dual Hybrid Noise Cancelling,Panasonic, 0.704 ounces ,637 ratings,97.99,Light Grey
Language _ tag,EMPERSTAR, 10.3 ounces ,126 ratings,59.99,Black and gold
,Iqua," January 14, 2023 ",,99.54,
,Zero Audio, 0.32 ounces ,143 ratings,74.87,
RPD-01,Adidas, 7.4 ounces ,78 ratings,69.99,Night Grey
TWS Mid Range 2022,Audio, 5 ounces ,27 ratings,22.16,Black
Bullets TYPE-C,OnePlus, 4.5 ounces ,"3,333 ratings",12.99,Black
SOUNDFORM Mini,Belkin, 14.4 ounces ,"2,909 ratings",26.83,Blue
BLACKWIRE C3210 USB-A,Plantronics, 3 ounces ,578 ratings,age 1 of 1,Black
,, 1.55 ounces ,887 ratings,89.99,
,," June 21, 2022 ",75 ratings,age 1 of 1,
,KZ, 2.71 ounces ,227 ratings,57.99,Blue
HAA8T,JVC, 3.2 ounces ,89 ratings,18.90,Red
Wired Chips Adaptable,Outdoor Tech, 3 ounces ,2 ratings,47.96,Black
,JLab, ,,55.00,Black
,Sony, 8.6 ounces ,17 ratings,85.54,Black
,Origaudio, 3.05 pounds ,6 ratings,59.99,
,ZBC, ,,73.98,
Swivel,Sony, 1 pounds ,848 ratings,64.75,Black
MM 50iP,Sennheiser Consumer Audio, 3.21 ounces ,506 ratings,74.99,Black
,YAMAHA, 6.3 ounces ,145 ratings,99.87,Black
,," March 1, 2019 ",711 ratings,age 1 of 1,
VERTICAL IN THE EAR HEADPHONE,Sony, 2.7 ounces ,79 ratings,109.98,Black
language _ tag,Koss,   ,10 ratings,89.98,
,Sony, 5.9 ounces ,62 ratings,age 1 of 1,Blue
,HROEENOI, ,,92.98,
,," December 22, 2021 ",41 ratings,age 1 of 1  ,
ATH-AVC200,Audio-Technica, 10.9 ounces ,"1,157 ratings",age 1 of 1,Black
,Logitech, 3 pounds ,102 ratings,189.99,Black
,H2O Audio, 0.352 ounces ,78 ratings,64.14,Clear
ISOtunes PRO,ISOtunes, 5 ounces ,"3,540 ratings",109.99,Matte Black
Luma,Urbanears, 0.635 ounces ,22 ratings,16.55,Ultra Violet
,keephifi, 4.5 ounces ,,50.99,gun
,Riwbox, ,,89.97,
Legion,Lenovo, 12 ounces ,324 ratings,age 1 of 1,
,MTYBBYH, ,,79.98,
,Srhythm, ,,82.98,
,," November 12, 2021 ",419 ratings,age 1 of 1  ,
,Apple,,"22,311 ratings",age 1 of 1,White
ATH-GL3WH,Audio-Technica, 8 ounces ,69 ratings,99.00,White
Xtream G2,Adesso, ,22 ratings,age 1 of 1,Blue
,PIONEER, 3.74 ounces ,148 ratings,62.19,Pink/White
,MOVSSOU," January 4, 2023 ",,139.97,
Sennheiser SC 60 USB ML,EPOS, 3.74 ounces ,"1,561 ratings",56.30,Black
,JLab,   ,118 ratings,108.99,
,Soundcore,   ,8 ratings,99.98,
,SIMGOT, 9.2 ounces ,,90.92,
A5205,Philips Audio, 3.05 ounces ,39 ratings,35.15,Black
True Wireless Bluetooth Earphones with Dual Hybrid Noise Cancelling,Panasonic, 0.704 ounces ,637 ratings,97.99,Light Grey
language _ tag,EMPERSTAR, 10.3 ounces ,126 ratings,59.99,Black and gold
,iqua," January 14, 2023 ",,99.54,
,Zero Audio, 0.32 ounces ,143 ratings,74.87,
RPD-01,adidas, 7.4 ounces ,78 ratings,69.99,Night Grey
TWS Mid Range 2022,Audio, 5 ounces ,27 ratings,22.16,Black
Bullets TYPE-C,OnePlus, 4.5 ounces ,"3,333 ratings",12.99,Black
SOUNDFORM Mini,Belkin, 14.4 ounces ,"2,909 ratings",26.83,Blue
BLACKWIRE C3210 USB-A,Plantronics, 3 ounces ,578 ratings,age 1 of 1,Black
,, 1.55 ounces ,887 ratings,89.99,
,," June 21, 2022 ",75 ratings,age 1 of 1,
,YouthWhisper," November 17, 2022 ",,91.95,
Sealed Studio Monitor Headphones HD661,Superlux, 6.7 ounces ,150 ratings,58.23,wht
Accesssory Cordless Headset,VTech, 7.4 ounces ,"1,250 ratings",age 1 of 1,Silver
Kids,Philips Audio, 10.4 ounces ,170 ratings,25.56,Blue
Truly Wireless,live, 6.4 ounces ,129 ratings,age 1 of 1,Yellow
3DSLH01,Sony, 2.35 pounds ,35 ratings,109.99,Black
Void ELITE USB Carbon,Corsair, 6.4 ounces ,"2,999 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Carbon
T4506,Philips Audio, 4.8 ounces ,32 ratings,72.01,Teal
,Bang & Olufsen, 2.99 ounces ,36 ratings,age 1 of 1,Natural
,SoundMAGIC, 0.704 ounces ,174 ratings,age 1 of 1,Gun
MDR - ZX110 NC,Sony, 8.8 ounces ,352 ratings,52.99,Black
,MOVSSOU, ,,139.96,
,SOL REPUBLIC, 3.52 ounces ,509 ratings,36.98,Lemon Lime
199342,Maxell, 9.6 ounces ,17 ratings,20.97,Black
H390,Logitech, 6.9 ounces ,"4,325 ratings",age 1 of 1,Black
Arctis Prime,SteelSeries, ,658 ratings,65.00,Black
SC 135 USB-C,Sennheiser, ,40 ratings,age 1 of 1,Black
Noise Cancellation Headphones,Maxell, 7.2 ounces ,176 ratings,age 1 of 1,Black Gray
,SOL REPUBLIC, 12.8 ounces ,218 ratings,age 1 of 1,White
,SOL REPUBLIC, 12.8 ounces ,65 ratings,age 1 of 1,Black
,Creative Labs, 2 pounds ,586 ratings,age 1 of 1,other
,Kidrox, ,,76.37,
2019 TWS,Philips Audio, 0.002 ounces ,"5,005 ratings",29.89,Black
Kidizoom,VTech,,"2,985 ratings",age 1 of 1  ,Blue
,YouthWhisper," December 14, 2022 ",,89.98,
,Sony, 10.4 ounces ,"1,116 ratings",24.95,White
EncorePro 500,Plantronics, 1.8 ounces ,124 ratings,age 1 of 1,Black
,JVC, 0.183 ounces ,139 ratings,31.30,Blue
,ARTIX," December 26, 2022 ",,68.38,
,," January 12, 2020 ",857 ratings,age 1 of 1,
JBL Endurance Peak - Black,JBL, 3.5 ounces ,"1,862 ratings",49.99,Black
,H2O Audio, 4.8 ounces ,62 ratings,age 1 of 1,Black and Blue
,, ,86 ratings,age 1 of 1,
143250,Monoprice, 1.8 pounds ,2 ratings,,Black
Voyager Legend,Plantronics, 0.688 ounces ,"19,793 ratings",age 1 of 1,Black
,Panasonic, 6.9 ounces ,103 ratings,37.00,Red
HS55 SURROUND,Corsair, ,29 ratings,age 1 of 1,Carbon
MDRAS800AP,Sony, 0.32 ounces ,207 ratings,24.09,Black
,," January 1, 2018 ","1,525 ratings",age 1 of 1,
,Skullcandy,   ,"18,778 ratings",64.98,True Black
Sony WF-C500 Truly Wireless,Sony, 4.8 ounces ,"9,627 ratings","ony LinkBuds S Truly Wireless Noise Canceling Earbud Headphones with Alexa Built-in, Bluetooth Ear Buds Compatible with iPhone and Android, Black",Black
